filename	acq_time	operator	randstr
func/sub-07_ses-01_task-view_run-01_bold.nii.gz	2019-06-13T13:23:58	n/a	R?9]ln,>
func/sub-07_ses-01_task-recall_run-01_bold.nii.gz	2019-06-13T13:45:38	n/a	{^E-*f._
func/sub-07_ses-01_task-view_run-02_bold.nii.gz	2019-06-13T13:51:01	n/a	]$3~-:Wm
func/sub-07_ses-01_task-recall_run-02_bold.nii.gz	2019-06-13T14:12:18	n/a	9z\Ycb}(
func/sub-07_ses-01_task-view_run-03_bold.nii.gz	2019-06-13T14:17:38	n/a	tW!jL=4)
func/sub-07_ses-01_task-recall_run-03_bold.nii.gz	2019-06-13T14:39:01	n/a	gEj~|T&A
anat/sub-07_ses-01_T1w.nii.gz	2019-06-13T14:50:10	n/a	*zVKP_yw
fmap/sub-07_ses-01_dir-AP_epi.nii.gz	2019-06-13T14:51:21	n/a	P7GONL;j
fmap/sub-07_ses-01_dir-PA_epi.nii.gz	2019-06-13T14:52:05	n/a	7OcsKdV9
