filename	acq_time	operator	randstr
anat/sub-20_ses-01_T1w.nii.gz	2019-09-16T16:52:41	n/a	O]V1j_fT
func/sub-20_ses-01_task-view_run-01_bold.nii.gz	2019-09-16T16:57:45	n/a	U[(skfi5
func/sub-20_ses-01_task-recall_run-01_bold.nii.gz	2019-09-16T17:20:03	n/a	`s9^uTm$
func/sub-20_ses-01_task-view_run-02_bold.nii.gz	2019-09-16T17:27:45	n/a	2eqyX3,]
func/sub-20_ses-01_task-recall_run-02_bold.nii.gz	2019-09-16T17:48:45	n/a	E<NW8/+F
func/sub-20_ses-01_task-view_run-03_bold.nii.gz	2019-09-16T17:55:43	n/a	}.GOkpu{
func/sub-20_ses-01_task-recall_run-03_bold.nii.gz	2019-09-16T18:17:05	n/a	Hy9}Z(b7
fmap/sub-20_ses-01_dir-AP_epi.nii.gz	2019-09-16T18:23:13	n/a	!L1z$_&B
fmap/sub-20_ses-01_dir-PA_epi.nii.gz	2019-09-16T18:23:54	n/a	@Fq.B#\v
